id,gender,name,birth_date,birth_place,award_year,portion,prize_amount,category,university,university_country,age_at_award,prize_amount_actual
513,male,Albert Schweitzer,1875,France,1952,1,2592831,Peace,,,77,2592831.0
214,male,Archer J.P. Martin,1910,United Kingdom,1952,2,2592831,Chemistry,National Institute for Medical Research,United Kingdom,42,1296415.5
59,male,E. M. Purcell,1912,USA,1952,2,2592831,Physics,Harvard University,USA,40,1296415.5
58,male,Felix Bloch,1905,Switzerland,1952,2,2592831,Physics,Stanford University,USA,47,1296415.5
623,male,François Mauriac,1885,France,1952,1,2592831,Literature,,,67,2592831.0
215,male,Richard L.M. Synge,1914,United Kingdom,1952,2,2592831,Chemistry,Rowett Research Institute,United Kingdom,38,1296415.5
353,male,Selman A. Waksman,1888,Ukraine,1952,1,2592831,Physiology or Medicine,Rutgers University,USA,64,2592831.0
60,male,Frits Zernike,1888,the Netherlands,1953,1,2614331,Physics,Groningen University,the Netherlands,65,2614331.0
355,male,Fritz Lipmann,1899,Russia,1953,2,2614331,Physiology or Medicine,Harvard Medical School,USA,54,1307165.5
514,male,George C. Marshall,1880,USA,1953,1,2614331,Peace,,,73,2614331.0
354,male,Hans Krebs,1900,Germany,1953,2,2614331,Physiology or Medicine,Sheffield University,United Kingdom,53,1307165.5
216,male,Hermann Staudinger,1881,Germany,1953,1,2614331,Chemistry,University of Freiburg,Germany,72,2614331.0
624,male,Winston Churchill,1874,United Kingdom,1953,1,2614331,Literature,,,79,2614331.0
625,male,Ernest Hemingway,1899,USA,1954,1,2688094,Literature,,,55,2688094.0
358,male,Frederick C. Robbins,1916,USA,1954,3,2688094,Physiology or Medicine,Western Reserve University,USA,38,896031.3333333334
356,male,John F. Enders,1897,USA,1954,3,2688094,Physiology or Medicine,Harvard Medical School,USA,57,896031.3333333334
217,male,Linus Pauling,1901,USA,1962,1,2888429,Peace,California Institute of Technology (Caltech),USA,61,2888429.0
61,male,Max Born,1882,Poland,1954,2,2688094,Physics,Edinburgh University,United Kingdom,72,1344047.0
357,male,Thomas H. Weller,1915,USA,1954,3,2688094,Physiology or Medicine,"Research Division of Infectious Diseases, Children's Medical Center",USA,39,896031.3333333334
62,male,Walther Bothe,1891,Germany,1954,2,2688094,Physics,University of Heidelberg,Germany,63,1344047.0
626,male,Halldór Laxness,1902,Iceland,1955,1,2730214,Literature,,,53,2730214.0
359,male,Hugo Theorell,1903,Sweden,1955,1,2730214,Physiology or Medicine,"Karolinska Institutet, Nobel Medical Institute",Sweden,52,2730214.0
64,male,Polykarp Kusch,1911,Germany,1955,2,2730214,Physics,Columbia University,USA,44,1365107.0
218,male,Vincent du Vigneaud,1901,USA,1955,1,2730214,Chemistry,Cornell University,USA,54,2730214.0
63,male,Willis E. Lamb,1913,USA,1955,2,2730214,Physics,Stanford University,USA,42,1365107.0
360,male,André F. Cournand,1895,France,1956,3,2748452,Physiology or Medicine,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital",USA,61,916150.6666666666
362,male,Dickinson W. Richards,1895,USA,1956,3,2748452,Physiology or Medicine,Columbia University,USA,61,916150.6666666666
66,male,John Bardeen,1908,USA,1956,3,2748452,Physics,University of Illinois,USA,48,916150.6666666666
627,male,Juan Ramón Jiménez,1881,Spain,1956,1,2748452,Literature,,,75,2748452.0
220,male,Nikolay Semenov,1896,Russia,1956,2,2748452,Chemistry,Institute for Chemical Physics of the Academy of Sciences of the USSR,Russia,60,1374226.0
219,male,Sir Cyril Hinshelwood,1897,United Kingdom,1956,2,2748452,Chemistry,University of Oxford,United Kingdom,59,1374226.0
67,male,Walter H. Brattain,1902,China,1956,3,2748452,Physics,Bell Telephone Laboratories,USA,54,916150.6666666666
361,male,Werner Forssmann,1904,Germany,1956,3,2748452,Physiology or Medicine,Mainz University,Germany,52,916150.6666666666
65,male,William B. Shockley,1910,United Kingdom,1956,3,2748452,Physics,"Semiconductor Laboratory of Beckman Instruments, Inc.",USA,46,916150.6666666666
628,male,Albert Camus,1913,Algeria,1957,1,2746709,Literature,,,44,2746709.0
68,male,Chen Ning Yang,1922,China,1957,2,2746709,Physics,Institute for Advanced Study,USA,35,1373354.5
363,male,Daniel Bovet,1907,Switzerland,1957,1,2746709,Physiology or Medicine,Istituto Superiore di Sanità (Chief Institute of Public Health),Italy,50,2746709.0
516,male,Lester Bowles Pearson,1897,Canada,1957,1,2746709,Peace,,,60,2746709.0
221,male,Lord Todd,1907,Scotland,1957,1,2746709,Chemistry,University of Cambridge,United Kingdom,50,2746709.0
69,male,Tsung-Dao Lee,1926,China,1957,2,2746709,Physics,Columbia University,USA,31,1373354.5
629,male,Boris Pasternak,1890,Russia,1958,1,2694692,Literature,,,68,2694692.0
365,male,Edward Tatum,1909,USA,1958,4,2694692,Physiology or Medicine,Rockefeller Institute for Medical Research,USA,49,673673.0
222,male,Frederick Sanger,1918,United Kingdom,1958,1,2694692,Chemistry,University of Cambridge,United Kingdom,40,2694692.0
364,male,George Beadle,1903,USA,1958,4,2694692,Physiology or Medicine,California Institute of Technology (Caltech),USA,55,673673.0
517,male,Georges Pire,1910,Belgium,1958,1,2694692,Peace,,,48,2694692.0
71,male,Igor Y. Tamm,1895,Russia,1958,3,2694692,Physics,Lomonosov Moscow State University,Russia,63,898230.6666666666
721,male,Il´ja M. Frank,1908,Russia,1958,3,2694692,Physics,Lomonosov Moscow State University,Russia,50,898230.6666666666
366,male,Joshua Lederberg,1925,USA,1958,2,2694692,Physiology or Medicine,University of Wisconsin,USA,33,1347346.0
70,male,Pavel A. Cherenkov,1904,Russia,1958,3,2694692,Physics,P.N. Lebedev Physical Institute,Russia,54,898230.6666666666
368,male,Arthur Kornberg,1918,USA,1959,2,2753427,Physiology or Medicine,Stanford University,USA,41,1376713.5
72,male,Emilio Segrè,1905,Italy,1959,2,2753427,Physics,University of California,USA,54,1376713.5
223,male,Jaroslav Heyrovsky,1890,Czech Republic,1959,1,2753427,Chemistry,Polarographic Institute of the Czechoslovak Academy of Science,Czech Republic,69,2753427.0
73,male,Owen Chamberlain,1920,USA,1959,2,2753427,Physics,University of California,USA,39,1376713.5
518,male,Philip Noel-Baker,1889,United Kingdom,1959,1,2753427,Peace,,,70,2753427.0
630,male,Salvatore Quasimodo,1901,Italy,1959,1,2753427,Literature,,,58,2753427.0
367,male,Severo Ochoa,1905,Spain,1959,2,2753427,Physiology or Medicine,"New York University, College of Medicine",USA,54,1376713.5
519,male,Albert Luthuli,1898,Zimbabwe,1960,1,2713265,Peace,,,62,2713265.0
74,male,Donald A. Glaser,1926,USA,1960,1,2713265,Physics,University of California,USA,34,2713265.0
370,male,Peter Medawar,1915,Brazil,1960,2,2713265,Physiology or Medicine,University College,United Kingdom,45,1356632.5
631,male,Saint-John Perse,1887,Guadeloupe Island,1960,1,2713265,Literature,,,73,2713265.0
369,male,Sir Frank Macfarlane Burnet,1899,Australia,1960,2,2713265,Physiology or Medicine,Walter and Eliza Hall Institute for Medical Research,Australia,61,1356632.5
224,male,Willard F. Libby,1908,USA,1960,1,2713265,Chemistry,University of California,USA,52,2713265.0
520,male,Dag Hammarskjöld,1905,Sweden,1961,1,2930643,Peace,,,56,2930643.0
371,male,Georg von Békésy,1899,Hungary,1961,1,2930643,Physiology or Medicine,Harvard University,USA,62,2930643.0
633,male,Ivo Andric,1892,Bosnia and Herzegovina,1961,1,2930643,Literature,,,69,2930643.0
225,male,Melvin Calvin,1911,USA,1961,1,2930643,Chemistry,University of California,USA,50,2930643.0
75,male,Robert Hofstadter,1915,USA,1961,2,2930643,Physics,Stanford University,USA,46,1465321.5
76,male,Rudolf Mössbauer,1929,Germany,1961,2,2930643,Physics,Technical University,Germany,32,1465321.5
372,male,Francis Crick,1916,United Kingdom,1962,3,2888429,Physiology or Medicine,MRC Laboratory of Molecular Biology,United Kingdom,46,962809.6666666666
373,male,James Watson,1928,USA,1962,3,2888429,Physiology or Medicine,Harvard University,USA,34,962809.6666666666
227,male,John C. Kendrew,1917,United Kingdom,1962,2,2888429,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom,45,1444214.5
634,male,John Steinbeck,1902,USA,1962,1,2888429,Literature,,,60,2888429.0
77,male,Lev Landau,1908,Azerbaijan,1962,1,2888429,Physics,Academy of Sciences,Russia,54,2888429.0
374,male,Maurice Wilkins,1916,New Zealand,1962,3,2888429,Physiology or Medicine,London University,United Kingdom,46,962809.6666666666
226,male,Max F. Perutz,1914,Austria,1962,2,2888429,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom,48,1444214.5
376,male,Alan Hodgkin,1914,United Kingdom,1963,3,2890771,Physiology or Medicine,University of Cambridge,United Kingdom,49,963590.3333333334
377,male,Andrew Huxley,1917,United Kingdom,1963,3,2890771,Physiology or Medicine,University College,United Kingdom,46,963590.3333333334
78,male,Eugene Wigner,1902,Hungary,1963,2,2890771,Physics,Princeton University,USA,61,1445385.5
635,male,Giorgos Seferis,1900,Turkey,1963,1,2890771,Literature,,,63,2890771.0
229,male,Giulio Natta,1903,Italy,1963,2,2890771,Chemistry,Institute of Technology,Italy,60,1445385.5
80,male,J. Hans D. Jensen,1907,Germany,1963,4,2890771,Physics,University of Heidelberg,Germany,56,722692.75
228,male,Karl Ziegler,1898,Germany,1963,2,2890771,Chemistry,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Germany,65,1445385.5
79,female,Maria Goeppert Mayer,1906,Poland,1963,4,2890771,Physics,University of California,USA,57,722692.75
375,male,Sir John Eccles,1903,Australia,1963,3,2890771,Physiology or Medicine,Australian National University,Australia,60,963590.3333333334
83,male,Aleksandr M. Prokhorov,1916,Australia,1964,4,2879320,Physics,P.N. Lebedev Physical Institute,Russia,48,719830.0
81,male,Charles H. Townes,1915,USA,1964,2,2879320,Physics,Massachusetts Institute of Technology (MIT),USA,49,1439660.0
230,female,Dorothy Crowfoot Hodgkin,1910,Egypt,1964,1,2879320,Chemistry,"University of Oxford, Royal Society",United Kingdom,54,2879320.0
379,male,Feodor Lynen,1911,Germany,1964,2,2879320,Physiology or Medicine,Max-Planck-Institut für Zellchemie,Germany,53,1439660.0
637,male,Jean-Paul Sartre,1905,France,1964,1,2879320,Literature,,,59,2879320.0
378,male,Konrad Bloch,1912,Poland,1964,2,2879320,Physiology or Medicine,Harvard University,USA,52,1439660.0
524,male,Martin Luther King Jr.,1929,USA,1964,1,2879320,Peace,,,35,2879320.0
82,male,Nicolay G. Basov,1922,Russia,1964,4,2879320,Physics,P.N. Lebedev Physical Institute,Russia,42,719830.0
381,male,André Lwoff,1902,France,1965,3,2833358,Physiology or Medicine,Institut Pasteur,France,63,944452.6666666666
380,male,François Jacob,1920,France,1965,3,2833358,Physiology or Medicine,Institut Pasteur,France,45,944452.6666666666
382,male,Jacques Monod,1910,France,1965,3,2833358,Physiology or Medicine,Institut Pasteur,France,55,944452.6666666666
85,male,Julian Schwinger,1918,USA,1965,3,2833358,Physics,Harvard University,USA,47,944452.6666666666
638,male,Mikhail Sholokhov,1905,Russia,1965,1,2833358,Literature,,,60,2833358.0
86,male,Richard P. Feynman,1918,USA,1965,3,2833358,Physics,California Institute of Technology (Caltech),USA,47,944452.6666666666
231,male,Robert B. Woodward,1917,USA,1965,1,2833358,Chemistry,Harvard University,USA,48,2833358.0
84,male,Sin-Itiro Tomonaga,1906,Japan,1965,3,2833358,Physics,Tokyo University of Education,Japan,59,944452.6666666666
87,male,Alfred Kastler,1902,France,1966,1,2835149,Physics,École Normale Supérieure,France,64,2835149.0
384,male,Charles B. Huggins,1901,Canada,1966,2,2835149,Physiology or Medicine,"University of Chicago, Ben May Laboratory for Cancer Research",USA,65,1417574.5
640,female,Nelly Sachs,1891,Germany,1966,2,2835149,Literature,,,75,1417574.5
383,male,Peyton Rous,1879,USA,1966,2,2835149,Physiology or Medicine,Rockefeller University,USA,87,1417574.5
232,male,Robert S. Mulliken,1896,USA,1966,1,2835149,Chemistry,University of Chicago,USA,70,2835149.0
639,male,Shmuel Agnon,1888,Ukraine,1966,2,2835149,Literature,,,78,1417574.5
235,male,George Porter,1920,United Kingdom,1967,4,2895166,Chemistry,Royal Institution of Great Britain,United Kingdom,47,723791.5
387,male,George Wald,1906,USA,1967,3,2895166,Physiology or Medicine,Harvard University,USA,61,965055.3333333334
88,male,Hans Bethe,1906,France,1967,1,2895166,Physics,Cornell University,USA,61,2895166.0
386,male,Keffer Hartline,1903,USA,1967,3,2895166,Physiology or Medicine,Rockefeller University,USA,64,965055.3333333334
233,male,Manfred Eigen,1927,Germany,1967,2,2895166,Chemistry,Max-Planck-Institut für Physikalische Chemie,Germany,40,1447583.0
641,male,Miguel Angel Asturias,1899,Guatemala,1967,1,2895166,Literature,,,68,2895166.0
385,male,Ragnar Granit,1900,Finland,1967,3,2895166,Physiology or Medicine,Karolinska Institutet,Sweden,67,965055.3333333334
234,male,Ronald G.W. Norrish,1897,United Kingdom,1967,4,2895166,Chemistry,Institute of Physical Chemistry,United Kingdom,70,723791.5
389,male,H. Gobind Khorana,1922,India,1968,3,3107674,Physiology or Medicine,University of Wisconsin,USA,46,1035891.3333333334
236,male,Lars Onsager,1903,Norway,1968,1,3107674,Chemistry,Yale University,USA,65,3107674.0
89,male,Luis Alvarez,1911,USA,1968,1,3107674,Physics,University of California,USA,57,3107674.0
390,male,Marshall W. Nirenberg,1927,USA,1968,3,3107674,Physiology or Medicine,National Institutes of Health,USA,41,1035891.3333333334
526,male,René Cassin,1887,France,1968,1,3107674,Peace,,,81,3107674.0
388,male,Robert W. Holley,1922,USA,1968,3,3107674,Physiology or Medicine,Cornell University,USA,46,1035891.3333333334
642,male,Yasunari Kawabata,1899,Japan,1968,1,3107674,Literature,,,69,3107674.0
392,male,Alfred D. Hershey,1908,USA,1969,3,3239253,Physiology or Medicine,Carnegie Institution of Washington,USA,61,1079751.0
237,male,Derek Barton,1918,United Kingdom,1969,2,3239253,Chemistry,Imperial College,United Kingdom,51,1619626.5
678,male,Jan Tinbergen,1903,the Netherlands,1969,2,3239253,Economic Sciences,The Netherlands School of Economics,the Netherlands,66,1619626.5
391,male,Max Delbrück,1906,Germany,1969,3,3239253,Physiology or Medicine,California Institute of Technology (Caltech),USA,63,1079751.0
90,male,Murray Gell-Mann,1929,USA,1969,1,3239253,Physics,California Institute of Technology (Caltech),USA,40,3239253.0
238,male,Odd Hassel,1897,Norway,1969,2,3239253,Chemistry,University of Oslo,Norway,72,1619626.5
677,male,Ragnar Frisch,1895,Norway,1969,2,3239253,Economic Sciences,University of Oslo,Norway,74,1619626.5
393,male,Salvador E. Luria,1912,Italy,1969,3,3239253,Physiology or Medicine,Massachusetts Institute of Technology (MIT),USA,57,1079751.0
643,male,Samuel Beckett,1906,Ireland,1969,1,3239253,Literature,,,63,3239253.0
644,male,Alexandr Solzhenitsyn,1918,Russia,1970,1,3235593,Literature,,,52,3235593.0
91,male,Hannes Alfvén,1908,Sweden,1970,2,3235593,Physics,Royal Institute of Technology,Sweden,62,1617796.5
396,male,Julius Axelrod,1912,USA,1970,3,3235593,Physiology or Medicine,National Institutes of Health,USA,58,1078531.0
92,male,Louis Néel,1904,France,1970,2,3235593,Physics,University of Grenoble,France,66,1617796.5
239,male,Luis Leloir,1906,France,1970,1,3235593,Chemistry,Institute for Biochemical Research,Argentina,64,3235593.0
528,male,Norman Borlaug,1914,USA,1970,1,3235593,Peace,,,56,3235593.0
679,male,Paul A. Samuelson,1915,USA,1970,1,3235593,Economic Sciences,Massachusetts Institute of Technology (MIT),USA,55,3235593.0
394,male,Sir Bernard Katz,1911,Germany,1970,3,3235593,Physiology or Medicine,University College,United Kingdom,59,1078531.0
395,male,Ulf von Euler,1905,Sweden,1970,3,3235593,Physiology or Medicine,Karolinska Institutet,Sweden,65,1078531.0
93,male,Dennis Gabor,1900,Hungary,1971,1,3382087,Physics,Imperial College,United Kingdom,71,3382087.0
397,male,"Earl W. Sutherland, Jr.",1915,USA,1971,1,3382087,Physiology or Medicine,Vanderbilt University,USA,56,3382087.0
240,male,Gerhard Herzberg,1904,Germany,1971,1,3382087,Chemistry,National Research Council of Canada,Canada,67,3382087.0
645,male,Pablo Neruda,1904,Chile,1971,1,3382087,Literature,,,67,3382087.0
680,male,Simon Kuznets,1901,Belarus,1971,1,3382087,Economic Sciences,Harvard University,USA,70,3382087.0
529,male,Willy Brandt,1913,Germany,1971,1,3382087,Peace,,,58,3382087.0
241,male,Christian Anfinsen,1916,USA,1972,2,3406394,Chemistry,National Institutes of Health,USA,56,1703197.0
398,male,Gerald M. Edelman,1929,USA,1972,2,3406394,Physiology or Medicine,Rockefeller University,USA,43,1703197.0
647,male,Heinrich Böll,1917,Germany,1972,1,3406394,Literature,,,55,3406394.0
681,male,John R. Hicks,1904,United Kingdom,1972,2,3406394,Economic Sciences,All Souls College,United Kingdom,68,1703197.0
682,male,Kenneth J. Arrow,1921,USA,1972,2,3406394,Economic Sciences,Harvard University,USA,51,1703197.0
95,male,Leon N. Cooper,1930,USA,1972,3,3406394,Physics,Brown University,USA,42,1135464.6666666667
96,male,Robert Schrieffer,1931,USA,1972,3,3406394,Physics,University of Pennsylvania,USA,41,1135464.6666666667
399,male,Rodney R. Porter,1917,United Kingdom,1972,2,3406394,Physiology or Medicine,University of Oxford,United Kingdom,55,1703197.0
242,male,Stanford Moore,1913,USA,1972,4,3406394,Chemistry,Rockefeller University,USA,59,851598.5
243,male,William H. Stein,1911,USA,1972,4,3406394,Chemistry,Rockefeller University,USA,61,851598.5
99,male,Brian D. Josephson,1940,United Kingdom,1973,2,3392300,Physics,University of Cambridge,United Kingdom,33,1696150.0
244,male,Ernst Otto Fischer,1918,Germany,1973,2,3392300,Chemistry,Technical University,Germany,55,1696150.0
245,male,Geoffrey Wilkinson,1921,United Kingdom,1973,2,3392300,Chemistry,Imperial College,United Kingdom,52,1696150.0
530,male,Henry Kissinger,1923,Germany,1973,2,3392300,Peace,,,50,1696150.0
98,male,Ivar Giaever,1929,Norway,1973,4,3392300,Physics,General Electric Company,USA,44,848075.0
400,male,Karl von Frisch,1886,Austria,1973,3,3392300,Physiology or Medicine,Zoologisches Institut der Universität München,Germany,87,1130766.6666666667
401,male,Konrad Lorenz,1903,Austria,1973,3,3392300,Physiology or Medicine,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Austria,70,1130766.6666666667
531,male,Le Duc Tho ,1911,Vietnam,1973,2,3392300,Peace,,,62,1696150.0
97,male,Leo Esaki,1925,Japan,1973,4,3392300,Physics,IBM Thomas J. Watson Research Center,USA,48,848075.0
402,male,Nikolaas Tinbergen,1907,the Netherlands,1973,3,3392300,Physiology or Medicine,University of Oxford,United Kingdom,66,1130766.6666666667
648,male,Patrick White,1912,United Kingdom,1973,1,3392300,Literature,,,61,3392300.0
683,male,Wassily Leontief,1906,Russia,1973,1,3392300,Economic Sciences,Harvard University,USA,67,3392300.0
403,male,Albert Claude,1898,Belgium,1974,3,3322627,Physiology or Medicine,Université Catholique de Louvain,Belgium,76,1107542.3333333333
101,male,Antony Hewish,1924,United Kingdom,1974,2,3322627,Physics,University of Cambridge,United Kingdom,50,1661313.5
404,male,Christian de Duve,1917,United Kingdom,1974,3,3322627,Physiology or Medicine,Rockefeller University,USA,57,1107542.3333333333
533,male,Eisaku Sato,1901,Japan,1974,2,3322627,Peace,,,73,1661313.5
649,male,Eyvind Johnson,1900,Sweden,1974,2,3322627,Literature,,,74,1661313.5
685,male,Friedrich von Hayek,1899,Austria,1974,2,3322627,Economic Sciences,,,75,1661313.5
405,male,George E. Palade,1912,Romania,1974,3,3322627,Physiology or Medicine,"Yale University, School of Medicine",USA,62,1107542.3333333333
684,male,Gunnar Myrdal,1898,Sweden,1974,2,3322627,Economic Sciences,,,76,1661313.5
650,male,Harry Martinson,1904,Sweden,1974,2,3322627,Literature,,,70,1661313.5
100,male,Martin Ryle,1918,United Kingdom,1974,2,3322627,Physics,University of Cambridge,United Kingdom,56,1661313.5
246,male,Paul J. Flory,1910,USA,1974,1,3322627,Chemistry,Stanford University,USA,64,3322627.0
532,male,Seán MacBride,1904,France,1974,2,3322627,Peace,,,70,1661313.5
